id,business_id,ewallet_payment_id,ewallet_connector_id,transaction_amount,fees_paid_amount,vat_paid_amount,vat_rate,billing_amount,billing_rate,billing_charge_type,external_id,transaction_date,currency,ewallet_type,transaction_type,holding_transaction_id,redeemed_transaction_id,direct_transfer_transaction_id,status,created_at,updated_at,payment_object,settlement_timestamp,holding_reversal_transaction_id,is_t_4_transaction,replicated_to_v_2,dt
e3bd3a55-4139-40aa-bf90-c63ce74126a8,6009921f60a2e26a7702b626,bf22da0f-f4b1-4b2e-9a61-367da4b9c2ee,S5PtDmOhXZrQzgx,25300.00,176.00,16.00,0.100,160.00,0.006,PERCENTAGE,56e0e7c1-881b-4ec7-be7a-c39ad936213a,2021-06-22 11:05:41.000,IDR,QRIS,API,266f4ece-763f-4645-8a5d-7c27eaaf5f26,a444e1be-3bf2-4517-a148-f2596cfe25ef,55059039-4b6e-4b57-9949-12ae6c909ef6,COMPLETED,2021-06-22 11:05:43.017,2021-06-22 11:06:48.674,"{""id"": ""bf22da0f-f4b1-4b2e-9a61-367da4b9c2ee"", ""amount"": ""25300"", ""status"": ""COMPLETED"", ""currency"": ""IDR"", ""created_at"": ""2021-06-22T11:05:41.458Z"", ""business_id"": ""6009921f60a2e26a7702b626"", ""external_id"": ""56e0e7c1-881b-4ec7-be7a-c39ad936213a"", ""ewallet_type"": ""QRIS"", ""phone_number"": ""9360091800472625020"", ""qris_terminal_id"": ""S5PtDmOhXZrQzgx"", ""transaction_date"": ""2021-06-22T11:05:41.000Z"", ""transaction_type"": ""DIRECT"", ""merchant_callback_url"": ""https://api.beecash.io/callbacks/qr_payment?gateway=xendit""}",2021-06-22 11:05:41.000,,False,False,2021-06-22
c42458a8-8ffb-4d2f-89a9-92e031026cf9,6009921f60a2e26a7702b626,ac7c8130-e75f-462d-a017-d5dd778e5702,fYLLiP3vpHEMaXP,225000.00,1574.00,143.00,0.100,1431.00,0.006,PERCENTAGE,c58af0ec-a682-42d1-9f12-949d5523e471,2021-06-22 11:05:01.000,IDR,QRIS,API,dc33aebf-5d4a-4026-a1c5-1fe40cc77508,5b3f8c9c-71b7-4da2-a275-a85427dad52c,26b38a7b-ffaf-4075-8582-e7ad552193a1,COMPLETED,2021-06-22 11:05:01.341,2021-06-22 11:06:07.300,"{""id"": ""ac7c8130-e75f-462d-a017-d5dd778e5702"", ""amount"": ""225000"", ""status"": ""COMPLETED"", ""currency"": ""IDR"", ""created_at"": ""2021-06-22T11:04:59.813Z"", ""business_id"": ""6009921f60a2e26a7702b626"", ""external_id"": ""c58af0ec-a682-42d1-9f12-949d5523e471"", ""ewallet_type"": ""QRIS"", ""phone_number"": ""9360091400002402004"", ""qris_terminal_id"": ""fYLLiP3vpHEMaXP"", ""transaction_date"": ""2021-06-22T11:05:01.000Z"", ""transaction_type"": ""DIRECT"", ""merchant_callback_url"": ""https://api.beecash.io/callbacks/qr_payment?gateway=xendit""}",2021-06-22 11:05:01.000,,False,False,2021-06-22
843bd2eb-eb36-4226-92cd-5107c71bc065,6009921f60a2e26a7702b626,0ee18f0d-aed9-4e2b-a74b-e1e03892f9d6,k3Et3FXyJBLsAPB,500000.00,3498.00,318.00,0.100,3180.00,0.006,PERCENTAGE,edae60dc-4a3d-4aa7-9dd3-76ff4e57734e,2021-06-22 11:05:40.000,IDR,QRIS,API,1302dd9c-c35c-4b2e-8767-1667f9c826f0,0b8de873-b685-45dd-9882-362c9372541f,fef0bd54-3e66-44da-ae70-a1d0131f8bfd,COMPLETED,2021-06-22 11:05:43.113,2021-06-22 11:06:48.951,"{""id"": ""0ee18f0d-aed9-4e2b-a74b-e1e03892f9d6"", ""amount"": ""500000"", ""status"": ""COMPLETED"", ""currency"": ""IDR"", ""created_at"": ""2021-06-22T11:05:41.076Z"", ""business_id"": ""6009921f60a2e26a7702b626"", ""external_id"": ""edae60dc-4a3d-4aa7-9dd3-76ff4e57734e"", ""ewallet_type"": ""QRIS"", ""phone_number"": ""9360091400002412782"", ""qris_terminal_id"": ""k3Et3FXyJBLsAPB"", ""transaction_date"": ""2021-06-22T11:05:40.000Z"", ""transaction_type"": ""DIRECT"", ""merchant_callback_url"": ""https://api.beecash.io/callbacks/qr_payment?gateway=xendit""}",2021-06-22 11:05:40.000,,False,False,2021-06-22
b76f1261-80cc-40cc-bbfb-23765f71c895,6009921f60a2e26a7702b626,41d4589e-dc7f-491a-8e16-5b1d835e2bcc,sze50hDw1VO9oj8,30000.00,209.00,19.00,0.100,190.00,0.006,PERCENTAGE,7bfbbf2c-8d63-4b0e-a71b-a9d575238485,2021-06-22 11:04:44.000,IDR,QRIS,API,d1264262-2e7e-49e7-8432-adb5d21ab4d2,3966eb91-4b2f-4439-a622-391540192578,8f7765a2-cb70-4170-81c3-451fd0f73493,COMPLETED,2021-06-22 11:04:47.039,2021-06-22 11:06:06.057,"{""id"": ""41d4589e-dc7f-491a-8e16-5b1d835e2bcc"", ""amount"": ""30000"", ""status"": ""COMPLETED"", ""currency"": ""IDR"", ""created_at"": ""2021-06-22T11:04:44.907Z"", ""business_id"": ""6009921f60a2e26a7702b626"", ""external_id"": ""7bfbbf2c-8d63-4b0e-a71b-a9d575238485"", ""ewallet_type"": ""QRIS"", ""phone_number"": ""9360091287752499930"", ""qris_terminal_id"": ""sze50hDw1VO9oj8"", ""transaction_date"": ""2021-06-22T11:04:44.000Z"", ""transaction_type"": ""DIRECT"", ""merchant_callback_url"": ""https://api.beecash.io/callbacks/qr_payment?gateway=xendit""}",2021-06-22 11:04:44.000,,False,False,2021-06-22
a6f0492a-581d-4483-bee0-9bcc9c60ae9b,6009921f60a2e26a7702b626,bc869b70-e7d0-437f-ac5c-87cf5d731a2e,DFsf7j2ZnIoASqW,10000.00,69.00,6.00,0.100,63.00,0.006,PERCENTAGE,0d8a4d57-1f84-4ccd-8113-45fb8afef450,2021-06-22 11:04:35.000,IDR,QRIS,API,b5f83c15-1b86-442f-8415-ab4aa6b5c5bd,33cdfde6-acef-4bf3-a1d6-2cfe5d173ab0,9f2b44e7-e55d-4b19-a7b3-7c7cae769a05,COMPLETED,2021-06-22 11:04:35.114,2021-06-22 11:06:06.181,"{""id"": ""bc869b70-e7d0-437f-ac5c-87cf5d731a2e"", ""amount"": ""10000"", ""status"": ""COMPLETED"", ""currency"": ""IDR"", ""created_at"": ""2021-06-22T11:04:33.614Z"", ""business_id"": ""6009921f60a2e26a7702b626"", ""external_id"": ""0d8a4d57-1f84-4ccd-8113-45fb8afef450"", ""ewallet_type"": ""QRIS"", ""phone_number"": ""9360091800190891718"", ""qris_terminal_id"": ""DFsf7j2ZnIoASqW"", ""transaction_date"": ""2021-06-22T11:04:35.000Z"", ""transaction_type"": ""DIRECT"", ""merchant_callback_url"": ""https://api.beecash.io/callbacks/qr_payment?gateway=xendit""}",2021-06-22 11:04:35.000,,False,False,2021-06-22
f417f30e-23d3-4c48-8c27-1dcfee80e4a9,6009921f60a2e26a7702b626,6ac62a47-f27a-4d5c-92e2-ef481a45f2eb,k3Et3FXyJBLsAPB,500000.00,3498.00,318.00,0.100,3180.00,0.006,PERCENTAGE,edae60dc-4a3d-4aa7-9dd3-76ff4e57734e,2021-06-22 11:04:49.000,IDR,QRIS,API,06af261e-0d98-4324-a221-5154bce00711,2ed04ef4-3cb1-4e98-9b88-ad987b5f3a60,0cc1d67c-3ab6-4851-8b03-502ce160a604,COMPLETED,2021-06-22 11:04:49.682,2021-06-22 11:06:07.422,"{""id"": ""6ac62a47-f27a-4d5c-92e2-ef481a45f2eb"", ""amount"": ""500000"", ""status"": ""COMPLETED"", ""currency"": ""IDR"", ""created_at"": ""2021-06-22T11:04:47.815Z"", ""business_id"": ""6009921f60a2e26a7702b626"", ""external_id"": ""edae60dc-4a3d-4aa7-9dd3-76ff4e57734e"", ""ewallet_type"": ""QRIS"", ""phone_number"": ""9360091400002412782"", ""qris_terminal_id"": ""k3Et3FXyJBLsAPB"", ""transaction_date"": ""2021-06-22T11:04:49.000Z"", ""transaction_type"": ""DIRECT"", ""merchant_callback_url"": ""https://api.beecash.io/callbacks/qr_payment?gateway=xendit""}",2021-06-22 11:04:49.000,,False,False,2021-06-22
8faba7c3-27a8-4937-8ed7-2d58b68fb57f,6009921f60a2e26a7702b626,f2d6816f-4d18-456c-8c64-ee67ce18d725,H0dJg7GZeBpwrtW,18480.00,128.00,11.00,0.100,117.00,0.006,PERCENTAGE,288517a0-87cb-4c2e-bd7f-cbed5d18191b,2021-06-22 11:05:51.000,IDR,QRIS,API,7cc748a1-97ba-448f-89c1-c0d11bcd26dd,1a68ec79-52d6-4463-9376-3630892878e3,28311a49-b8ff-426e-be56-139682a1b7ea,COMPLETED,2021-06-22 11:05:53.888,2021-06-22 11:06:48.995,"{""id"": ""f2d6816f-4d18-456c-8c64-ee67ce18d725"", ""amount"": ""18480"", ""status"": ""COMPLETED"", ""currency"": ""IDR"", ""created_at"": ""2021-06-22T11:05:51.943Z"", ""business_id"": ""6009921f60a2e26a7702b626"", ""external_id"": ""288517a0-87cb-4c2e-bd7f-cbed5d18191b"", ""ewallet_type"": ""QRIS"", ""phone_number"": ""9360091400002285242"", ""qris_terminal_id"": ""H0dJg7GZeBpwrtW"", ""transaction_date"": ""2021-06-22T11:05:51.000Z"", ""transaction_type"": ""DIRECT"", ""merchant_callback_url"": ""https://api.beecash.io/callbacks/qr_payment?gateway=xendit""}",2021-06-22 11:05:51.000,,False,False,2021-06-22
14056aee-2342-4453-93a4-9a10a01afee3,6009921f60a2e26a7702b626,725322a3-b85d-4fdb-ad7d-f4b755fc3601,dX4LfX7liNbrenc,30000.00,209.00,19.00,0.100,190.00,0.006,PERCENTAGE,17792ac8-5a4a-4d57-a2c5-05a837f38e40,2021-06-22 11:04:54.000,IDR,QRIS,API,4293fea0-db20-4001-89f3-cda348e7cb66,f06e30b4-6d2c-401b-a05b-587543ee45fa,dc0d8d5b-b561-452c-81f0-cec9bb598e31,COMPLETED,2021-06-22 11:04:55.833,2021-06-22 11:06:07.193,"{""id"": ""725322a3-b85d-4fdb-ad7d-f4b755fc3601"", ""amount"": ""30000"", ""status"": ""COMPLETED"", ""currency"": ""IDR"", ""created_at"": ""2021-06-22T11:04:52.899Z"", ""business_id"": ""6009921f60a2e26a7702b626"", ""external_id"": ""17792ac8-5a4a-4d57-a2c5-05a837f38e40"", ""ewallet_type"": ""QRIS"", ""phone_number"": ""936009151924837575"", ""qris_terminal_id"": ""dX4LfX7liNbrenc"", ""transaction_date"": ""2021-06-22T11:04:54.000Z"", ""transaction_type"": ""DIRECT"", ""merchant_callback_url"": ""https://api.beecash.io/callbacks/qr_payment?gateway=xendit""}",2021-06-22 11:04:54.000,,False,False,2021-06-22
baa554e4-7d66-4cb9-9a43-bc6a3cc7ec0d,6009921f60a2e26a7702b626,731e257a-8d48-4abf-a416-9ac7269b6417,yz0DbO4FBfpcQyH,97731.00,683.00,62.00,0.100,621.00,0.006,PERCENTAGE,d33c8ba1-42c1-46a4-84f8-379ab721139c,2021-06-22 11:05:23.000,IDR,QRIS,API,bb8c55e8-2e62-428b-b686-40c802c5b40d,0d31a2a2-6f9b-48a9-b548-775ec6a43cba,14d93123-a1b5-481c-8547-59bc0c93764e,COMPLETED,2021-06-22 11:05:22.730,2021-06-22 11:06:07.676,"{""id"": ""731e257a-8d48-4abf-a416-9ac7269b6417"", ""amount"": ""97731"", ""status"": ""COMPLETED"", ""currency"": ""IDR"", ""created_at"": ""2021-06-22T11:05:21.161Z"", ""business_id"": ""6009921f60a2e26a7702b626"", ""external_id"": ""d33c8ba1-42c1-46a4-84f8-379ab721139c"", ""ewallet_type"": ""QRIS"", ""phone_number"": ""9360091800371144706"", ""qris_terminal_id"": ""yz0DbO4FBfpcQyH"", ""transaction_date"": ""2021-06-22T11:05:23.000Z"", ""transaction_type"": ""DIRECT"", ""merchant_callback_url"": ""https://api.beecash.io/callbacks/qr_payment?gateway=xendit""}",2021-06-22 11:05:23.000,,False,False,2021-06-22
5fd114fa-aeee-4807-9e95-0206e07a7503,6009921f60a2e26a7702b626,3ae54ec8-3699-4430-845c-2b22e525f306,TEH9rUf3Dw9NUUd,108000.00,754.00,68.00,0.100,686.00,0.006,PERCENTAGE,107d00fc-d0d2-42ae-8906-8858dded5a9d,2021-06-22 11:05:18.000,IDR,QRIS,API,c5b17c4c-31c8-422a-8f7e-ebe7fe334e14,5705a037-175f-4347-9b58-78dd71e7bc99,9e7371ed-aa24-41ba-a863-f0cfe68c5063,COMPLETED,2021-06-22 11:05:20.430,2021-06-22 11:06:07.894,"{""id"": ""3ae54ec8-3699-4430-845c-2b22e525f306"", ""amount"": ""108000"", ""status"": ""COMPLETED"", ""currency"": ""IDR"", ""created_at"": ""2021-06-22T11:05:18.839Z"", ""business_id"": ""6009921f60a2e26a7702b626"", ""external_id"": ""107d00fc-d0d2-42ae-8906-8858dded5a9d"", ""ewallet_type"": ""QRIS"", ""phone_number"": ""9360091400002067932"", ""qris_terminal_id"": ""TEH9rUf3Dw9NUUd"", ""transaction_date"": ""2021-06-22T11:05:18.000Z"", ""transaction_type"": ""DIRECT"", ""merchant_callback_url"": ""https://api.beecash.io/callbacks/qr_payment?gateway=xendit""}",2021-06-22 11:05:18.000,,False,False,2021-06-22
